year,state,percent_votes_rep,percent_votes_dem,winner
1992,TEXAS,0.4056002111141046,0.3707845833405102,rep
1996,TEXAS,0.4875874164505089,0.4383177193706514,rep
2000,TEXAS,0.5929859946810345,0.3798195809157104,rep
2004,TEXAS,0.6108582276906154,0.3822426046274135,rep
2008,TEXAS,0.5545236045232641,0.4368312144588963,rep
2012,TEXAS,0.5716697746805639,0.4138335828376085,rep
2016,TEXAS,0.5223468557933538,0.4323525798101196,rep
2020,TEXAS,0.5205760360355265,0.4647900991387051,rep
