year,state,percent_votes_rep,percent_votes_dem,winner
1992,OHIO,0.383466124368847,0.4018128056321024,dem
1996,OHIO,0.4101687222705193,0.4737574744720069,dem
2000,OHIO,0.4998647383516539,0.4644042809035648,rep
2004,OHIO,0.508140243355296,0.4870668524315362,rep
2008,OHIO,0.4691057836327485,0.5150427006052537,dem
2012,OHIO,0.4768844087842256,0.5066674765831987,dem
2016,OHIO,0.5168765067578619,0.4355807627672002,rep
2020,OHIO,0.5327130010087464,0.4523933834070502,rep
