year,state,percent_votes_rep,percent_votes_dem,winner
1992,OREGON,0.3252721272381572,0.4247885505895833,dem
1996,OREGON,0.3905992335384973,0.4715197131575891,dem
2000,OREGON,0.4651892173799667,0.4695994002412073,dem
2004,OREGON,0.4719291674243323,0.5134866304221187,dem
2008,OREGON,0.404009816922922,0.5674880625692065,dem
2012,OREGON,0.4214987117651332,0.54239326652769,dem
2016,OREGON,0.3909403518449675,0.5007185200286208,dem
2020,OREGON,0.4036724604634335,0.5645331865404888,dem
