year,state,percent_votes_rep,percent_votes_dem,winner
1992,MAINE,0.3039062603476973,0.3876679730212995,dem
1996,MAINE,0.3076067384390416,0.5162395588689167,dem
2000,MAINE,0.4397185099498785,0.4908601647394898,dem
2004,MAINE,0.4457645743784694,0.5357285569259347,dem
2008,MAINE,0.4038401833790823,0.5770573729797597,dem
2012,MAINE,0.403273920398257,0.5537103419348252,dem
2016,MAINE,0.4347667808449886,0.4634521409730895,dem
2020,MAINE,0.4355122811041826,0.5252557934577239,dem
