year,state,percent_votes_rep,percent_votes_dem,winner
1992,NEVADA,0.3472679225308995,0.3735754999822246,dem
1996,NEVADA,0.4291471292046377,0.4393349688441648,dem
2000,NEVADA,0.4948508924791525,0.4594126276200884,rep
2004,NEVADA,0.504696915453111,0.4787804051895702,rep
2008,NEVADA,0.4265411510898405,0.551466759243187,dem
2012,NEVADA,0.4567531564126363,0.5235624947040056,dem
2016,NEVADA,0.4550069531760242,0.4791782367811904,dem
2020,NEVADA,0.4766624732455941,0.5005678195728402,dem
